community_name,area,unit_price,room,size,subway,bus,kindergarten,primary-school,hospital,supermarket,park
物产集团,莲湖,10296,2室1厅,72.85平米,493米,429米,341米,115米,368米,617米,521米
212所南区,雁塔,10296,2室2厅,75.76平米,932米,431米,207米,678米,710米,768米,
保吉巷小区,碑林,10303,2室1厅,51.93平米,707米,791米,617米,277米,627米,820米,308米
骊马豪城,碑林,10310,2室1厅,92.15平米,665米,341米,491米,931米,735米,463米,1690米
明德门(南西区),雁塔,10313,2室1厅,65.94平米,805米,584米,1155米,175米,288米,669米,752米
天淳园,长安,10314,3室1厅,79.12平米,1424米,350米,194米,229米,429米,808米,1628米
物资局家属院,长安,10316,2室1厅,64.95平米,652米,236米,254米,182米,271米,62米,1169米
农行家属院,碑林,10317,3室1厅,87.24平米,467米,457米,715米,760米,396米,453米,1130米
中登家园,未央,10326,2室1厅,96.75平米,1232米,645米,676米,843米,958米,223米,1432米
香榭丽都小区,未央,10328,3室2厅,127.82平米,601米,462米,777米,1187米,951米,418米,971米
美好名流水晶宫,未央,10335,1室1厅,48.38平米,1100米,98米,877米,624米,712米,707米,1200米
盛龙广场,未央,10336,2室2厅,85.14平米,689米,228米,423米,517米,354米,606米,605米
玄武路社区六公司小区,未央,10345,2室1厅,54.62平米,499米,485米,865米,257米,932米,1056米,923米
亚冠大厦,未央,10345,2室1厅,80.72平米,1017米,312米,654米,808米,516米,502米,1135米
天沁园,长安,10351,2室1厅,69.08平米,1513米,425米,655米,591米,430米,613米,
朱雀东坊西后地小区,碑林,10354,3室1厅,72.44平米,743米,228米,258米,299米,989米,565米,795米
学府华庭,长安,10362,3室2厅,121.6平米,903米,350米,81米,375米,734米,316米,874米
福星惠誉美术城云玺,西咸新区（西安）,10365,3室2厅,116.75平米,527米,171米,1051米,343米,1281米,1512米,1597米
钟楼小区,碑林,10365,2室1厅,59.82平米,590米,213米,702米,716米,335米,227米,847米
坚果公寓,新城区,10367,1室1厅,43.41平米,1428米,296米,845米,418米,606米,1423米,952米
华府新桃园,雁塔,10367,1室1厅,62.7平米,906米,505米,500米,497米,550米,485米,1390米
昆明大厦,莲湖,10367,2室1厅,110.93平米,115米,997米,866米,754米,454米,224米,1863米
西航外招小区北区,未央,10369,2室2厅,71.37平米,905米,887米,531米,756米,628米,971米,454米
世贸大厦,碑林,10373,2室1厅,84.84平米,117米,212米,1014米,1089米,691米,,486米
新天地小区,雁塔,10375,2室2厅,104.1平米,785米,452米,1100米,352米,109米,587米,741米
灞桥园丁花苑,灞桥,10388,2室1厅,75.09平米,484米,176米,326米,958米,451米,523米,962米
宏府嘉会,莲湖,10388,2室1厅,78.94平米,265米,303米,1189米,273米,153米,22米,609米
克拉上城,新城区,10388,2室2厅,86.64平米,612米,614米,313米,667米,900米,554米,436米
龙御花园,莲湖,10392,3室1厅,95.46平米,416米,474米,118米,319米,510米,348米,272米
吉源花园,长安,10396,3室1厅,102.93平米,375米,351米,181米,1037米,474米,152米,1778米
泰和居,未央,10397,3室1厅,101平米,910米,259米,447米,201米,139米,370米,1780米
利君南苑,莲湖,10400,3室1厅,54.81平米,960米,1359米,150米,551米,187米,528米,1051米
陕建机施集团第一社区,新城区,10405,2室2厅,77.37平米,465米,414米,170米,122米,867米,307米,1685米
天正银河湾,高陵,10409,2室2厅,80.7平米,,381米,423米,400米,643米,76米,
世纪锦绣,莲湖,10415,3室1厅,84.5平米,578米,845米,111米,578米,183米,363米,416米
含光路邮电住宅小区,碑林,10416,3室1厅,77.77平米,562米,599米,706米,509米,812米,395米,1070米
枫韵蓝湾,雁塔,10418,3室2厅,148.79平米,278米,803米,463米,631米,600米,926米,1647米
长安区教师小区,长安,10418,3室2厅,93.11平米,576米,163米,139米,271米,195米,234米,1100米
世贸大厦,碑林,10420,1室1厅,62.96平米,117米,212米,1014米,1089米,691米,1392米,486米
天湖名郡,高陵,10421,3室2厅,105.56平米,1391米,831米,323米,1064米,,991米,958米
长庆湖滨花园七区,未央,10426,2室2厅,83.45平米,1139米,528米,900米,,1632米,534米,1413米
大话南门,碑林,10432,1室0厅,54.64平米,158米,161米,322米,484米,259米,376米,1591米
天湖名郡,高陵,10434,2室2厅,91.05平米,1391米,831米,323米,1064米,,991米,958米
海璟蓝寓,未央,10436,1室1厅,56.54平米,1229米,454米,1376米,584米,426米,773米,507米
兴盛园,未央,10436,1室1厅,49.83平米,1035米,408米,339米,965米,380米,1760米,287米
区土地局家属院,碑林,10439,2室1厅,76.64平米,696米,311米,684米,482米,446米,704米,639米
長樂小區,长安,10440,3室2厅,92.92平米,344米,492米,927米,329米,482米,250米,438米
盛龙广场2号地,未央,10442,3室2厅,110.14平米,796米,286米,313米,306米,374米,69米,128米
怡心居二期,雁塔,10447,2室2厅,95.73平米,498米,437米,860米,330米,412米,525米,1053米
祥和居,未央,10449,3室2厅,79.44平米,1001米,177米,151米,433米,438米,302米,1803米
联志小区,新城区,10451,3室2厅,116.74平米,820米,907米,839米,136米,549米,889米,451米
柿园坊东区,碑林,10460,2室1厅,70.75平米,891米,184米,791米,613米,152米,1183米,770米
日化小区,雁塔,10465,2室1厅,81.23平米,880米,865米,379米,952米,160米,285米,
瑞景华庭,未央,10474,2室2厅,98.34平米,984米,454米,441米,445米,1168米,211米,
安景苑小区,长安,10475,2室2厅,105.97平米,534米,126米,170米,870米,619米,314米,158米
南方星座,雁塔,10479,3室2厅,138.38平米,1012米,584米,387米,857米,1040米,1134米,348米
明德门北社区,雁塔,10481,2室1厅,68.7平米,1398米,761米,1378米,619米,1181米,589米,390米
金仕华城,未央,10487,1室1厅,53.4平米,1088米,371米,464米,396米,1015米,384米,1819米
檀香园,灞桥,10491,3室2厅,116.3平米,1297米,136米,377米,266米,938米,1149米,
长安易居,未央,10491,3室2厅,114.39平米,1080米,442米,213米,343米,725米,224米,1800米
永宁小区56号家属院,碑林,10494,2室2厅,81平米,494米,490米,148米,597米,438米,709米,1831米
西影路小区,雁塔,10500,2室2厅,80.96平米,779米,188米,99米,288米,279米,1032米,1808米
工商莲湖分局铁塔寺家属院,莲湖,10506,3室1厅,75.2平米,415米,730米,856米,241米,579米,494米,792米
四棉社区,灞桥,10507,2室2厅,64.72平米,832米,329米,420米,497米,268米,290米,556米
西铁大明宫小区,未央,10521,2室2厅,83.65平米,572米,264米,174米,268米,41米,39米,1066米
宏途星城,未央,10524,2室1厅,78.87平米,767米,249米,542米,30米,1192米,1107米,1881米
宏府向荣新区,新城区,10529,2室1厅,45.59平米,350米,437米,909米,555米,296米,1326米,366米
泰和居,未央,10530,2室1厅,59.83平米,910米,259米,447米,201米,139米,370米,1780米
盛龙广场,未央,10535,3室2厅,113.91平米,689米,228米,423米,517米,354米,606米,605米
鼎新公寓,未央,10538,1室0厅,48.4平米,643米,147米,454米,721米,671米,1443米,1532米
泰和居,未央,10544,2室2厅,78.72平米,910米,259米,447米,201米,139米,370米,1780米
蓝山公馆,雁塔,10544,1室1厅,48.37平米,385米,646米,680米,501米,227米,215米,725米
恒佳首座,未央,10545,2室1厅,58.8平米,239米,178米,380米,704米,1164米,144米,843米
泰和居,未央,10550,2室1厅,59.72平米,910米,259米,447米,201米,139米,370米,1780米
莲湖生活家,莲湖,10558,3室1厅,98.51平米,817米,254米,740米,153米,1180米,988米,1125米
群星莱骊,临潼,10562,2室2厅,83.32平米,261米,443米,123米,1152米,830米,131米,1349米
辰宫双河湾,未央,10564,3室2厅,106.03平米,957米,481米,427米,1619米,,403米,1365米
都市邻里,新城区,10570,2室2厅,102.18平米,720米,563米,123米,581米,637米,499米,959米
文锦苑小区,碑林,10573,3室1厅,91.75平米,798米,1063米,392米,606米,942米,867米,1534米
振兴小区,灞桥,10581,2室1厅,58.6平米,888米,142米,198米,258米,602米,320米,1086米
风雷新区,长安,10584,2室2厅,62.36平米,758米,715米,695米,862米,600米,1610米,
华府御城,莲湖,10586,4室2厅,145.48平米,975米,470米,822米,982米,1059米,256米,875米
天正银河湾,高陵,10598,2室2厅,87.76平米,,381米,423米,400米,643米,76米,
西旅国际,雁塔,10606,2室1厅,52.33平米,592米,1170米,310米,181米,604米,534米,401米
中南春溪集,高陵,10612,3室2厅,127.22平米,,92米,868米,760米,207米,855米,684米
新西蓝一期,雁塔,10615,1室1厅,75.84平米,213米,830米,122米,769米,1226米,256米,506米
迎春社区区政府家属院,莲湖,10621,3室1厅,99.81平米,748米,543米,680米,849米,713米,535米,236米
西安公交五公司家属院,雁塔,10621,2室1厅,48.02平米,533米,348米,264米,535米,830米,1175米,1457米
含光静里,新城区,10624,2室2厅,93.19平米,937米,987米,78米,589米,726米,1021米,352米
秦川社区30街坊,新城区,10631,2室1厅,67.54平米,196米,424米,942米,269米,463米,909米,1292米
粮油局家属院,碑林,10637,2室1厅,70.51平米,596米,637米,309米,197米,1120米,1577米,994米
海璟蓝寓,未央,10638,3室2厅,131.61平米,1229米,454米,1376米,584米,426米,468米,507米
海璟新天地,未央,10643,2室2厅,108.06平米,1053米,617米,881米,522米,883米,1258米,672米
羽源欣居,莲湖,10645,2室2厅,92.07平米,824米,558米,294米,250米,591米,418米,972米
天沁园,长安,10650,2室1厅,67.61平米,1513米,425米,655米,591米,430米,1793米,
天沁园,长安,10650,2室1厅,67.61平米,1513米,425米,655米,591米,430米,613米,
蓝山公馆,雁塔,10659,1室1厅,48.32平米,385米,646米,680米,501米,227米,215米,725米
长安易居,未央,10666,3室2厅,121.89平米,1080米,442米,213米,343米,725米,224米,1800米
环城南路48号院,碑林,10667,2室1厅,80.63平米,688米,574米,381米,455米,772米,588米,354米
公园大观,莲湖,10667,2室2厅,125.63平米,710米,244米,488米,752米,609米,1243米,472米
212所南区,雁塔,10673,2室1厅,61.84平米,932米,431米,207米,678米,710米,768米,
西铁大明宫小区,未央,10674,2室2厅,63.71平米,572米,264米,174米,268米,41米,39米,1066米
西铁大明宫小区,未央,10687,2室2厅,63.63平米,572米,264米,174米,268米,41米,39米,1066米
檀香园,灞桥,10690,3室2厅,116平米,1297米,136米,377米,266米,938米,1149米,
明林庭苑,灞桥,10693,2室1厅,89.78平米,937米,643米,827米,126米,388米,1197米,965米
海棠华府,灞桥,10698,4室2厅,163.59平米,574米,288米,217米,871米,494米,584米,916米
汉斯啤酒厂家属院,未央,10699,2室1厅,57.95平米,522米,569米,715米,804米,334米,651米,1067米
宏林名筑,未央,10700,2室2厅,84.12平米,696米,883米,698米,1160米,131米,270米,
紫铭小区,新城区,10707,2室2厅,93.39平米,437米,979米,884米,118米,434米,266米,1717米
阳光北郡,未央,10709,2室1厅,93.2平米,1219米,1065米,1029米,724米,313米,1579米,1613米
西安蓝天小区,灞桥,10724,2室2厅,82.06平米,754米,469米,805米,887米,413米,327米,889米
东方星座,碑林,10728,2室1厅,85.76平米,749米,175米,662米,604米,51米,1268米,740米
百花园,未央,10729,2室1厅,88.55平米,302米,409米,66米,498米,722米,230米,1288米
天沁园,长安,10744,3室1厅,79.12平米,1513米,425米,655米,591米,430米,613米,
金裕青青家园西区,灞桥,10747,4室2厅,119.11平米,710米,412米,594米,630米,321米,536米,1313米
华陆经九路小区,碑林,10757,2室1厅,61.36平米,890米,324米,162米,381米,520米,1022米,261米
明林庭苑,灞桥,10761,2室2厅,95.72平米,937米,643米,827米,126米,388米,1197米,965米
吉祥小区(雁塔),雁塔,10764,1室1厅,49.24平米,640米,546米,483米,523米,385米,540米,
交行家属院（北院）,碑林,10766,3室2厅,123.54平米,656米,856米,167米,343米,676米,622米,1307米
水榭名都,高陵,10775,2室1厅,44.55平米,,402米,152米,695米,776米,691米,
保温瓶厂小区,莲湖,10776,2室1厅,58平米,431米,969米,665米,599米,210米,528米,1078米
晶鑫丽座一期,长安,10788,3室2厅,134.41平米,310米,220米,808米,420米,124米,747米,483米
沙发厂家属院,碑林,10790,3室1厅,62.1平米,960米,496米,306米,351米,373米,717米,
聚馨佳苑,莲湖,10810,2室1厅,94.36平米,974米,479米,444米,653米,519米,243米,1425米
智慧城,长安,10811,2室1厅,114.7平米,700米,296米,503米,498米,522米,447米,1701米
建东街68,碑林,10812,3室1厅,77.23平米,799米,427米,789米,367米,480米,780米,1682米
象牙宫寓,雁塔,10813,1室0厅,37.92平米,518米,261米,995米,643米,610米,739米,667米
东御兰汀,灞桥,10814,1室0厅,36.99平米,629米,545米,1237米,900米,1393米,1458米,1143米
长安易居,未央,10834,2室2厅,90平米,1080米,442米,213米,343米,725米,224米,1800米
新一代国际公寓,雁塔,10836,1室0厅,47.53平米,199米,475米,371米,548米,574米,1318米,1183米
茗景城,长安,10840,4室2厅,161.45平米,242米,217米,102米,1063米,335米,99米,1698米
万国金色家园,新城区,10848,3室2厅,130.91平米,758米,169米,213米,631米,1077米,1435米,513米
联志小区,新城区,10850,2室1厅,87.56平米,820米,907米,839米,136米,549米,451米,899米
西北电力设计院小区,新城区,10854,3室1厅,74.63平米,620米,580米,356米,399米,640米,616米,1687米
曲江澜山,长安,10854,1室1厅,61.73平米,1271米,118米,215米,553米,1364米,277米,1308米
联盟新城,雁塔,10858,3室2厅,140.91平米,,241米,129米,366米,216米,1133米,1467米
东方星家园,雁塔,10866,2室1厅,80.99平米,406米,394米,220米,646米,750米,827米,672米
鸣元名居,莲湖,10867,3室2厅,124.24平米,264米,1054米,964米,623米,305米,727米,1715米
唐韵三坊,新城区,10867,2室1厅,80.06平米,932米,980米,76米,500米,694米,1046米,302米
东屿枫舍,碑林,10871,3室2厅,127.87平米,368米,565米,967米,85米,800米,1256米,408米
三五一一社区,雁塔,10880,2室1厅,56.99平米,952米,785米,566米,1062米,829米,235米,1682米
三五一一社区,雁塔,10883,2室1厅,85.46平米,952米,785米,566米,1062米,829米,388米,1682米
西航外招小区北区,未央,10886,2室2厅,62.47平米,905米,887米,531米,756米,628米,971米,454米
恬静园,雁塔,10895,3室2厅,134.93平米,788米,222米,333米,217米,755米,697米,529米
城南锦绣,雁塔,10905,2室1厅,66.03平米,645米,741米,712米,496米,793米,1553米,473米
华宇时间城,未央,10907,3室2厅,113.69平米,1717米,306米,766米,551米,1864米,895米,
万华园丽景华都,未央,10912,2室2厅,113.64平米,713米,234米,627米,559米,565米,236米,1302米
德福巷,碑林,10915,2室1厅,57.72平米,853米,761米,185米,506米,390米,535米,546米
新西蓝一期,雁塔,10916,3室2厅,155.74平米,213米,830米,122米,769米,1226米,253米,256米
第七0五研究所南院,雁塔,10919,2室1厅,56.42平米,362米,571米,743米,487米,301米,453米,1282米
陕西日报社家属院,碑林,10920,3室1厅,87平米,790米,326米,802米,245米,669米,916米,685米
中航工业西控甲楼大院,莲湖,10922,2室1厅,60.43平米,1070米,812米,565米,362米,419米,915米,
蓝山国际公寓,雁塔,10926,1室0厅,46.68平米,354米,402米,991米,674米,540米,652米,545米
安东街社区陕三建小区,碑林,10929,2室1厅,55.36平米,690米,525米,815米,583米,260米,590米,1902米
万国花园,雁塔,10929,2室2厅,95.16平米,1547米,867米,71米,682米,272米,572米,1695米
富景园小区,新城区,10932,3室2厅,118.92平米,787米,865米,743米,211米,433米,773米,412米
天丰东环广场,未央,10939,1室1厅,50.74平米,710米,244米,508米,1123米,530米,1233米,975米
东方星座,碑林,10939,2室2厅,85.02平米,749米,175米,662米,604米,51米,1268米,740米
辰宫双河湾,未央,10941,3室1厅,106.03平米,957米,481米,427米,1619米,,403米,1365米
开元住宅,莲湖,10947,2室2厅,102.32平米,926米,76米,317米,668米,741米,10米,301米
悦明园,长安,10954,2室2厅,103.16平米,865米,282米,552米,505米,669米,306米,832米
利君西生活区,莲湖,10961,2室1厅,66.6平米,1365米,605米,430米,602米,491米,484米,1728米
枣园安居小区西,未央,10965,2室1厅,66.58平米,1399米,852米,853米,333米,813米,770米,841米
明德门北社区,雁塔,10975,2室2厅,68.34平米,1398米,761米,1378米,619米,1181米,589米,390米
联盟新城,雁塔,10976,3室2厅,143.96平米,,241米,129米,366米,216米,1133米,1467米
